,salary
128495,74761.34
128698,74752
128850,74751.63
128478,74748.03
127073,74747.53
128838,74744.19
128570,74741.6
127560,74739.86
128747,74736.01
129262,74730.54
128351,74730.4
129658,74727.5
131385,74720.98
128805,74719.2
128666,74716.15
128502,74713.91
128484,74712.04
128485,74712.01
129426,74711.45
128613,74710.5
127636,74706.71
128489,74702.83
128497,74698.06
128490,74694.35
128584,74687.85
128567,74686.85
127245,74684.59
129354,74683.21
128350,74679.51
128500,74677.26
128636,74676.55
129103,74671.66
128236,74671.36
128653,74668.5
133929,74666.7
128547,74663.8
128782,74663.53
128492,74660.08
128266,74657.58
128911,74656.38
128540,74649.03
129033,74642.16
128827,74631.26
129168,74629.16
129477,74624.65
128531,74622.56
128557,74622.29
130440,74617.47
128510,74614.03
128511,74614.03
128512,74614.03
128513,74614.02
128302,74614.01
128514,74614.01
128515,74614.01
128516,74614
128517,74614
131494,74608.46
129261,74603.51
129057,74600.81
128556,74600.1
127710,74596.23
128523,74592.02
128801,74590.39
128525,74587.15
128526,74587.1
128532,74587.1
128533,74587.09
128527,74587.07
128528,74587.01
128529,74587
128530,74587
129479,74585.47
128833,74583.49
128912,74582.53
128592,74580.48
128384,74577.63
127654,74573.34
127264,74565.26
128545,74554.81
128580,74554.78
128706,74546.74
127393,74542.48
128555,74541.4
128568,74540.85
130691,74535.2
129047,74524.67
127831,74524.23
129801,74523.03
128629,74521.82
128582,74521.51
131930,74517.42
128758,74511.77
129006,74511.64
128883,74511.4
127650,74506.07
128996,74504.25
128834,74500.07
131146,74489.12
128598,74487.03
129403,74486.68
129089,74486.5
128726,74483.4
128915,74482.52
128124,74469.12
130077,74468.78
127549,74447.16
128866,74437.49
128799,74435.73
128724,74435.03
128965,74433.94
128594,74432
128970,74431.81
128998,74427.81
128347,74426.65
128372,74419.03
128645,74418.42
128376,74408.92
129400,74408.17
129210,74405.68
128601,74403.57
129248,74403.06
128720,74400.53
128888,74399.64
129106,74399.6
131589,74399.3
129387,74387.29
128848,74384.14
129067,74381.26
128644,74370.03
128032,74366.25
128396,74363.24
128423,74360.1
128815,74358.83
128774,74354.83
127821,74351.69
128620,74350.21
128671,74346.37
128743,74342.82
129543,74335.02
128618,74330.5
128715,74324.84
128619,74324.68
128771,74322.47
128794,74320.9
128459,74312.8
129128,74298.25
128864,74292.04
130414,74281.35
128684,74279.16
128710,74277.21
129831,74266.63
128806,74265.48
128759,74260.6
128655,74256.8
128641,74256.03
128642,74256
128855,74255.64
128576,74251.12
128943,74249.2
128536,74248.54
128670,74245.85
128843,74245.32
130001,74243.18
126867,74233.05
129470,74230.59
129255,74228.69
128039,74224.51
129513,74220.19
129015,74219.77
129226,74216.69
128341,74216.62
128103,74215.85
127670,74212.29
128657,74207.31
129179,74201.07
128663,74201.03
128664,74201.02
133476,74198.59
128691,74197.96
132485,74197.88
129031,74197.4
128687,74179.73
131729,74178.82
128543,74176.98
127834,74173.88
128674,74173.38
129442,74170.84
128681,74170.65
128673,74169.52
128455,74169.5
128675,74168.34
128456,74167.01
128453,74163.11
127958,74158.55
129436,74157.78
128813,74148.37
128697,74146.52
129524,74142.73
128788,74142.4
129083,74138.28
127189,74138.11
128686,74134.33
129493,74131.77
128786,74123.21
128878,74116.64
132405,74116.2
128476,74110.42
128906,74109.47
129450,74105.62
136298,74101.05
129046,74096.06
128705,74095.88
128699,74095.07
128701,74095.06
128700,74095.04
128702,74095.03
128703,74095.01
128704,74095
128944,74092.07
127146,74079.87
129588,74074.7
128711,74068.08
129060,74065.5
129001,74064.72
128021,74064.37
128949,74062.93
127342,74062.11
127514,74056.61
128828,74055.23
128755,74054.58
127631,74053.44
128963,74052.08
128712,74047.03
129151,74046.85
128890,74041.35
128668,74040.84
129185,74037.11
129005,74028.73
127569,74027.87
127087,74026.84
128886,74024.54
127319,74020.66
128761,74018.26
128719,74016.24
128952,74015.05
129394,74013.04
128577,74011.38
128875,74010.59
129036,74008.23
128736,74008.04
128737,74008.01
128738,74008
128739,74008
129155,74007.93
128725,74007.84
128884,74007.64
128781,74003.08
128754,73999.56
129075,73993.59
128439,73993.01
128732,73992.41
129338,73991.73
127575,73989.91
128541,73989.15
127313,73985.74
128539,73985.22
128520,73985
129860,73984.3
129861,73978.12
128869,73977.5
131882,73977.31
129362,73975.11
129526,73974.89
129225,73973.43
127552,73970.95
129809,73968.4
129080,73961.68
128167,73960.3
129390,73959.44
128750,73958
134302,73955.49
130687,73953.16
129324,73950.74
129166,73950.6
129074,73939.13
129016,73936.75
128374,73936.34
129208,73934.76
129085,73934.15
128552,73934.02
129094,73933.57
126955,73931.03
129113,73929.15
127251,73924.15
127817,73920.78
129205,73916.29
131961,73900.02
129025,73899.82
132633,73896.4
126195,73895
128566,73894.9
128797,73894.03
128837,73890.5
128994,73887.74
130380,73884.71
128572,73883.33
129594,73871.29
128254,73871.13
129616,73869.3
128900,73868.86
128769,73868.09
128776,73867.04
131266,73865.59
132617,73851.59
128857,73846.46
128983,73839.91
130665,73838.95
129134,73834.1
129034,73833.6
136225,73831.75
128440,73831.75
128535,73827.38
128821,73824.72
128957,73824.06
127237,73823.49
136227,73822.6
128925,73817.09
128713,73814.89
129147,73813.04
130073,73810.52
126985,73802.14
129180,73798.71
128600,73798.06
128809,73795.01
127445,73789.77
128840,73788.17
131201,73787.95
128990,73787.02
128999,73785.89
128924,73776.7
127201,73774.65
129531,73772.1
129010,73770.43
129971,73766.29
128987,73765.41
128835,73762.9
130248,73761.37
128823,73758.01
128824,73758.01
128825,73758
128609,73756.54
127388,73754.16
129815,73752.02
127234,73749.66
128251,73743.38
129188,73741.34
128951,73735.61
128018,73728.84
129049,73728.09
128616,73727.53
129650,73720.62
129629,73718.16
128966,73711.02
129501,73710.57
129645,73708.83
129195,73708.47
129473,73706.14
129018,73703.88
129811,73703.02
127886,73702.66
128839,73701.22
128986,73697.01
128398,73696.5
129133,73694.44
130004,73692.83
127459,73689.73
128946,73683.19
130101,73681.17
128760,73674.91
130904,73670.94
127368,73670.76
130571,73668.89
129129,73664.78
128865,73651.43
129142,73645.24
128812,73643.98
129132,73636.89
128595,73634.76
129604,73634.12
128646,73631.44
128870,73629.2
127246,73623.02
128877,73616.14
129093,73616
128845,73612
128882,73608.83
130151,73608.33
128879,73605.68
127567,73602.53
130250,73597.12
128783,73596.65
129051,73595.12
128588,73595.07
128885,73595.01
127270,73591.25
129204,73590.99
127732,73590.57
128667,73587.82
128923,73576.07
129135,73575.26
129071,73571.45
129703,73561.22
129481,73560.85
129038,73558.6
128689,73556.37
129511,73556.03
128905,73553.96
128903,73550.07
128918,73547.23
128846,73547.21
128232,73541.56
131000,73537.43
129145,73536.89
128596,73532.38
132546,73531.1
129020,73518
129194,73504.37
127568,73500.36
135133,73498.4
128942,73496.79
129357,73492.53
129519,73491.07
129065,73483.55
129985,73481.87
130661,73480.25
128216,73476.37
130030,73474.84
129076,73472.01
128960,73471.28
128928,73471.09
128927,73471.07
128930,73471.06
128931,73471.06
128932,73471.05
128933,73471.05
128934,73471.05
128935,73471.04
128936,73471.03
128937,73471.03
128938,73471.02
128939,73471.02
128940,73471.02
128941,73471
129717,73463.86
129238,73463.33
129915,73463.25
129741,73461.87
128717,73459.7
136279,73454.53
128979,73448.35
129418,73445.82
127505,73444.69
129455,73444.59
129361,73442.05
129114,73441.85
129353,73439.4
129008,73438.68
127711,73438.44
128953,73436.21
129197,73435.08
129742,73424.93
128977,73421
129699,73418.36
128958,73413.16
128224,73412.05
128967,73409.34
130208,73405.53
129510,73402.3
129527,73401.37
129936,73399.71
133235,73395.2
130009,73384.77
130341,73382.22
129140,73381.92
129819,73379.78
129769,73378.49
128968,73375.11
128945,73369.74
128457,73361.92
128973,73355.02
128751,73354.53
128842,73353.47
129021,73350.2
132113,73345.72
128730,73344.02
127266,73332.76
129398,73331.62
129404,73326.79
128278,73308.24
131972,73308.21
129695,73307.6
129082,73305.45
136311,73301.78
128775,73299.19
127769,73297.95
132115,73295
130158,73284.56
129267,73279.42
136367,73275.33
127411,73275.26
129198,73272.75
128798,73272.36
127088,73268.25
129402,73267.37
128362,73266.67
129169,73257.83
128859,73255.53
129283,73250.95
127603,73240.46
129126,73239.85
129032,73237.04
129298,73233.71
132352,73232.93
129365,73231.94
129100,73227.14
128789,73224.59
128790,73224.55
128792,73222.75
129011,73222.08
129012,73222.04
129013,73222.01
129851,73221.12
128630,73217.36
129618,73215.27
128282,73215.27
129053,73207.54
129355,73204.23
128087,73202.58
129427,73199.92
128819,73197.1
128652,73196.87
129290,73196.63
129162,73193.39
129679,73192.14
129041,73189.12
129498,73188.79
128428,73184.62
128810,73184.61
128811,73184.6
130265,73182.97
128954,73168.06
129647,73165.71
129061,73158.22
131307,73156.15
128826,73156.01
128822,73153.27
129830,73148.05
127542,73143.03
130364,73142.46
128831,73140.43
128832,73140.41
127891,73138.28
127761,73135.77
129042,73134.03
129043,73134.03
129044,73134.01
129045,73134
129050,73131.67
130545,73131.41
129088,73126.57
129478,73118.31
128909,73102.01
128688,73101.73
129710,73099.88
129101,73098.99
129763,73089.6
127487,73084.81
128856,73082.05
129070,73081.62
129251,73074.22
128858,73072.4
129019,73070.47
127679,73062.47
128862,73059.83
129500,73055.25
130084,73047
127749,73040.26
129137,73032.81
129406,73030.55
129515,73027.38
129164,73026.33
129108,73019.6
129079,73018.2
129017,73018.16
127686,73017.22
128873,73016.03
129444,73015.84
129388,73010.94
129613,73005.42
128881,73002.4
129797,73000.75
129219,72992.22
129091,72987
129092,72987
129095,72982.02
129096,72982.02
129691,72979.4
130620,72970.77
129379,72970.1
130560,72967.48
129171,72962.58
129109,72961.02
129110,72961.01
129111,72961
129112,72961
128894,72960.91
129345,72959.42
129117,72951.66
128914,72951.32
128913,72951.31
129291,72946.03
129634,72945.26
130002,72943.11
128899,72939.65
129528,72935.96
129097,72935.24
129078,72934.85
128901,72934.45
129066,72934.43
129352,72931.34
129157,72925.92
134514,72922.08
127328,72918.21
128364,72913.64
128917,72911.8
127354,72906.63
128948,72893.81
130157,72890.67
130929,72888.36
128458,72887.15
129374,72883.67
127577,72883.46
129138,72877.57
129269,72877.42
131187,72870.49
128929,72866.42
130487,72861.84
129192,72859.7
130434,72859.34
129880,72856.6
129175,72856.15
136483,72848.28
132668,72846.67
128023,72843.78
129440,72841.78
129641,72840.76
129148,72834.81
129333,72834.8
129653,72817.27
129562,72815.2
129326,72814.63
128247,72812.88
128473,72812.64
127798,72811.43
129265,72811.17
129266,72810.5
129154,72809
129245,72804.15
128971,72802.58
129159,72802.2
129507,72797.78
131727,72797.7
129165,72793.15
126576,72793.05
129446,72788.7
131311,72788.56
130734,72788.06
129239,72787.82
129698,72785.51
129929,72784.33
136385,72783.68
129503,72781.18
129499,72777.68
129167,72776.72
129170,72771.02
128972,72768.81
129160,72766.88
128158,72766.7
130422,72761.57
129201,72753.46
136391,72752.05
130688,72750
127548,72749.01
129259,72745.03
129136,72741.88
129726,72736.06
127497,72733.9
129272,72730.94
129190,72730
127496,72729.88
127991,72727.05
130680,72725.39
129378,72723.01
129203,72720.05
129199,72715.04
128734,72713.34
129642,72707.09
128981,72699.64
127513,72697.01
131900,72696.47
129454,72692.03
129218,72690.91
129968,72690.35
129294,72677.78
129940,72677.54
129580,72676.89
127963,72670.74
129098,72669.56
128403,72652.87
129369,72652.3
129212,72649.02
127586,72648.63
129421,72645.43
131034,72643.42
129007,72638
129230,72636.45
129242,72631.61
129569,72630.7
127977,72628.7
127414,72626.39
129220,72624.08
129221,72624.06
129222,72624.02
129223,72624.01
129055,72622.83
129430,72611.51
129995,72608.9
129029,72606.72
130409,72604.71
129026,72604.15
129105,72601.61
129518,72600.27
129232,72598.06
129233,72598.04
129234,72598.04
129235,72598
129236,72598
129237,72598
129802,72597.77
129685,72594.47
129024,72594.41
129392,72582.96
129451,72579.98
132666,72577.79
130884,72571.95
129253,72568.84
129254,72568.83
129264,72566.91
129217,72563.22
129346,72560
129243,72559.71
129715,72559.19
127741,72558.37
129247,72555.01
129380,72547.04
130207,72543.98
130019,72543.36
129263,72535.68
129730,72533.45
128123,72532.16
128926,72524.24
129512,72522.48
128791,72515.23
130465,72510.06
129486,72507.88
131536,72503.7
136419,72499.48
129273,72497.99
128816,72494.63
132220,72493.89
129384,72487.1
129530,72485.78
129143,72482.57
129859,72478.44
129350,72471.45
129979,72469.07
131327,72467.98
129069,72462.62
129370,72462.02
129280,72457.66
129099,72456
129697,72447.81
127835,72447.17
129917,72442.7
129579,72442.34
129278,72441.02
129480,72437.94
129282,72432.87
129297,72431.9
129422,72422.33
129397,72416.95
129464,72414.32
129638,72413.36
129671,72412.97
129366,72407.87
129286,72406.93
127883,72402.7
131798,72400.51
129429,72400.09
129565,72399.44
129435,72398.64
129335,72398.53
129087,72395.84
129287,72395.02
128992,72393.69
129086,72392.4
129813,72389.89
128955,72388.92
129347,72386.85
129916,72380.2
129574,72374.62
129457,72373.82
129122,72373.07
129383,72371.15
129863,72369.35
129573,72368.45
130010,72366.28
129356,72366.26
129902,72359.98
129490,72359.92
128080,72356.82
129322,72355.06
129299,72355.05
129300,72355.04
129301,72355.04
129302,72355.03
129303,72355.03
129304,72355.02
129305,72355.02
129306,72355.02
129308,72355.02
129323,72355.02
129307,72355.01
129309,72355.01
129310,72355.01
129311,72355.01
129312,72355.01
129313,72355.01
129314,72355.01
129315,72355
129316,72355
129317,72355
129318,72355
129319,72355
129320,72355
129321,72355
129115,72353.66
129325,72352.64
129522,72351.53
129327,72350.23
129516,72350.1
129681,72348.32
129329,72342.76
129495,72341.47
130112,72340.72
129489,72339.92
131779,72337.6
129914,72335.54
129612,72334.29
129448,72331.53
129120,72330.85
129121,72330.83
127959,72330.04
129334,72327.57
129492,72326.69
129414,72325.92
129331,72325.82
129341,72323.93
129439,72322.15
130007,72320.35
129125,72308.8
130166,72307.74
129349,72307
130048,72304.04
129993,72301.49
127387,72299.72
129724,72284.81
136552,72277.45
129152,72273.19
130485,72272.48
129177,72268.92
128542,72267.69
129276,72264.93
128151,72264.04
129424,72259.93
129592,72256.7
127924,72253.84
136461,72253.02
129428,72252.35
129393,72251.94
129643,72251.59
127929,72250.34
130117,72241.94
129600,72238.11
129377,72235.05
129381,72231.96
130861,72227.9
129858,72223.21
127755,72220.94
127683,72218.73
129626,72209.89
129163,72202.03
129161,72201.01
129636,72200.52
130173,72195.58
127669,72194.62
129196,72186.31
129920,72185.41
129389,72185.13
128063,72174.82
129496,72174.13
128078,72171.84
129174,72169.13
129396,72164.81
129386,72164.52
129964,72160.09
129628,72158.88
129182,72154.14
129395,72151.38
130901,72150.31
129723,72148.9
129674,72147.49
129186,72145.64
129187,72145.62
129957,72143.85
136481,72137.38
129193,72131.67
129409,72131
129415,72130.44
129410,72122.64
129432,72112.1
130024,72110.87
128355,72098.93
129202,72096.81
129453,72094.12
130161,72092.69
129214,72090.9
129213,72089.86
129462,72089.27
131391,72080.88
129206,72080.6
129425,72074.32
131837,72072.48
127757,72063
128211,72062.53
129438,72061
129659,72057.56
127922,72056.38
129460,72056.07
130075,72049.16
127980,72048.18
129540,72039.67
130033,72038.24
129652,72037.07
130058,72031.98
128328,72017.15
129622,72014.09
129661,72012.01
129711,71999.13
129665,71997.2
129666,71997.2
130192,71996.5
127795,71993.99
129746,71993.96
129040,71993.27
129458,71992.1
129474,71989.04
129668,71986.1
129459,71986.02
130648,71982
129999,71978.71
129568,71968.6
129465,71964.48
131389,71964.3
129875,71961.27
129748,71956.64
129849,71950.83
129494,71947.08
129472,71945.8
129755,71941.11
130805,71941.1
129252,71935.54
129753,71930.72
129466,71926.26
134427,71922.36
129433,71922.04
127581,71918.75
129483,71915.03
130298,71912.72
129482,71909.69
129762,71905.99
128574,71903.64
129419,71901.01
128980,71897.67
131933,71897.52
128853,71896.17
129227,71891.82
129249,71888.28
129620,71884.18
133607,71880.37
129820,71878.3
129344,71854.44
128976,71854.05
129520,71851.1
127861,71850.84
130126,71841
129506,71837.35
129586,71836.42
129884,71836.01
129664,71832.65
128283,71832.59
129732,71829.91
129521,71826.66
129648,71819.75
129542,71818.02
130069,71817.02
129285,71807.6
129754,71801.45
129536,71801.38
130397,71799
130522,71790.96
129684,71787.2
129662,71782.69
129529,71782.62
129443,71782.61
128013,71776.9
127951,71772.61
129725,71769.36
129533,71766.81
129532,71764.43
129535,71759.02
136337,71756.04
129784,71755.6
129882,71753.17
129328,71751.63
131897,71746.88
129539,71743.93
129903,71743.28
129538,71742.01
129810,71738.72
128579,71733.83
129545,71731.07
130034,71731.05
129546,71731.04
129547,71731.04
129339,71731.03
129548,71731.03
129340,71731.02
129544,71731.02
129549,71731.02
129550,71731.02
129551,71731.02
129552,71731.02
129553,71731.01
129554,71731.01
129555,71731.01
129556,71731.01
129557,71731.01
129558,71731.01
129559,71731
129560,71731
129561,71731
133069,71731
129644,71726.89
129348,71721.05
128974,71720.29
130512,71719.33
130684,71711.44
129563,71709.22
129615,71707.65
130153,71704.35
129682,71691.61
129606,71689.37
128593,71680.86
128274,71677.65
129609,71677.18
131996,71674.03
129576,71668.09
130551,71665.63
130061,71660.92
129956,71656.55
127734,71655.62
129373,71649.2
129375,71647.76
130302,71644.33
132095,71641.51
134949,71640.7
130032,71639.88
129589,71636.84
130348,71636.63
129865,71635.73
129630,71631.32
131767,71624.24
129887,71624.02
132137,71623.71
129399,71619.9
128113,71605.46
135827,71596.33
129838,71596.08
129610,71594.19
129593,71592.84
128022,71590.53
130366,71590.28
130768,71586.53
128156,71586.26
129677,71583.18
129572,71579.65
133684,71579.6
129599,71576.99
130307,71575.33
129497,71572.05
129602,71572.05
129603,71572
128125,71566.68
132879,71557.5
129976,71554.47
128442,71554.45
129584,71554.09
132181,71546.79
129598,71539.83
129837,71538.04
130035,71531.93
132234,71529.45
129413,71528.63
129656,71522.77
130723,71517.51
128380,71516.75
129608,71515.7
129848,71515.23
130358,71506.39
130263,71504.31
129825,71501.46
129712,71495.32
130297,71494.04
129667,71492.69
129904,71485.23
129633,71481.53
132106,71475.05
129706,71472.67
129908,71466.32
130514,71465.22
130421,71464.48
130123,71455.97
129649,71455.81
129639,71446.07
129953,71445.77
130281,71444.23
129862,71439.31
129591,71437
129770,71433.1
129761,71432.21
129756,71430.45
129654,71429.09
130259,71424.75
136570,71421.58
130225,71416.41
129607,71412.83
130065,71407.29
130221,71403.25
130184,71400.86
130155,71397.49
130561,71394
129059,71391.87
128615,71390.4
129963,71376.1
129729,71375.78
129834,71371.35
129704,71370.34
129469,71367.83
129471,71367.2
129869,71354
131283,71351.93
132973,71346.92
129582,71346.71
129814,71342.52
129775,71339.18
130092,71338.05
128025,71333.69
128780,71330.24
130064,71329.2
129943,71327.61
130695,71321.61
129683,71317.3
129484,71314.01
130087,71310.44
129913,71306.69
128793,71297.61
129930,71296.82
130164,71287.39
131503,71285.66
129690,71283.77
129694,71281.98
129737,71273.12
130132,71272.25
130578,71271.65
129696,71268
129972,71261.68
130285,71258.8
129944,71255.18
129700,71250.98
129701,71245.99
129144,71239.41
130017,71232.99
128190,71231.76
130063,71230.44
128852,71228.2
129509,71228
129534,71220.86
129857,71213.49
129709,71212.63
129719,71207.88
129872,71206.7
131082,71204.48
130870,71201.59
130162,71201.38
128851,71201.08
129713,71199.57
129876,71195.61
129877,71195.61
129731,71190.06
128409,71189.76
130214,71186.04
127794,71185
129721,71179.09
130086,71172.27
128493,71170.48
129537,71169.05
129803,71164.21
129757,71161.71
130224,71160.21
130472,71153.27
129949,71145.47
129172,71140.02
129828,71139.8
129672,71138.99
134958,71138.37
132806,71136.77
129928,71132.38
129689,71129.82
129843,71129.08
129734,71128.98
128551,71125.25
130090,71123.27
129571,71119.49
129739,71114.14
130088,71113.68
129839,71112.55
130083,71111.42
130437,71109.41
130506,71108.84
131581,71107.21
129523,71104.4
128237,71103.8
129578,71099.95
130054,71099.49
129898,71098.14
130353,71097.38
128399,71095.41
129747,71091.05
129906,71086.16
130266,71080.54
133043,71080.11
129885,71079.4
127949,71075.75
130991,71066.33
129750,71066.07
129751,71066.01
129597,71065.62
129951,71064.46
128993,71063.94
130060,71059.68
130095,71057.33
131353,71054.57
130177,71053.33
129945,71052.25
129937,71044.94
129181,71032.62
129759,71030.92
130449,71030.12
129766,71029.51
129728,71026.41
130124,71023.46
130343,71022.93
129806,71022.67
129783,71018.01
129590,71016
129022,71013.9
129798,70999.56
130344,70999.39
129777,70997.48
129805,70996
129984,70995.64
130644,70992.45
129870,70990.78
136617,70985.94
129779,70982.91
129782,70974.89
129821,70973.5
129785,70972.05
129786,70972.05
129787,70972.05
129789,70972.05
129788,70972.04
129790,70972.02
129791,70972.02
129792,70972.02
129793,70972
129794,70972
129795,70972
129796,70972
128479,70968.18
130072,70964.45
130442,70955.5
130003,70955.21
130079,70951.41
129931,70947.35
128104,70946.8
131065,70941.03
130096,70939.68
130098,70932.96
128991,70921.78
131521,70920.88
128451,70918.89
129991,70915.85
129627,70915.03
129817,70913.12
129983,70911.31
129631,70900.66
130130,70897.31
129822,70890.04
128534,70889.43
129946,70889.05
129376,70882.18
131932,70881.75
129890,70880.17
129934,70875.56
129640,70873.03
132233,70873.02
130467,70865
129407,70862.64
133782,70861.82
130070,70859.87
129693,70851.18
130524,70845.6
130686,70840.18
129663,70837.64
130309,70831.95
129845,70828.57
130193,70821.58
130018,70816.1
130146,70813.5
129808,70808.6
132833,70801.69
135847,70788.26
129935,70782.46
133787,70777.99
130229,70768.58
131104,70767.57
128379,70767.04
130685,70760.2
129840,70756.28
129676,70755.43
129975,70754.19
136640,70752.39
130404,70752.34
130306,70751.62
129899,70730.04
130444,70725.61
130028,70721.81
129883,70714.45
130463,70714.3
130267,70713.42
129926,70713.11
130056,70712.83
128414,70706.76
130378,70704.85
128695,70704.09
129922,70694.95
129692,70694.63
129758,70692.98
129891,70689.07
129892,70689.06
129893,70689.05
129894,70689.05
129895,70689.03
129896,70689.02
129897,70688.98
129900,70686
129901,70686
130260,70685.67
128391,70683.07
128111,70681.59
130000,70678.1
128154,70676.04
128438,70671.74
133114,70671.58
130499,70670.87
129933,70663.93
130642,70657.77
130890,70657.51
129973,70653.42
129938,70651.72
130431,70650.3
129982,70649.86
128463,70647.93
130163,70639.38
128635,70634.98
129911,70634.75
129707,70634.71
132373,70633.85
129965,70630.59
129708,70626.84
129749,70622.82
130187,70619.02
129670,70618.2
130368,70616.09
128537,70615.62
131812,70615.6
130013,70608.93
128506,70606.34
128597,70604.22
129722,70604.04
132349,70602.46
129927,70601.01
129886,70600.1
134239,70586.6
134183,70581.63
129942,70576.04
130066,70566
130630,70565.45
130156,70563.92
130268,70560.83
129939,70558.84
131755,70555.82
130097,70549.4
130243,70543.31
132988,70532.21
129023,70531.7
130053,70529.76
129744,70525
130496,70521.59
129864,70517.57
133293,70515.05
129485,70513.27
130076,70505.42
130286,70503.73
133645,70502.85
130458,70500.03
131529,70499.22
128287,70492.37
129816,70486
130012,70485.47
130402,70484
130657,70483.48
131463,70480.95
129967,70476.02
129054,70474.71
129332,70466.28
131639,70462.75
129823,70461.67
129452,70458.28
128796,70457.27
129764,70452.81
129760,70447.52
130598,70443.86
128956,70439.88
130057,70434.29
129768,70431.82
129978,70426.02
130014,70423.27
130339,70417.91
130125,70416.53
129958,70412.71
130219,70411.84
129974,70408.07
130036,70391.54
130403,70389.34
130206,70385.73
130078,70383.66
130179,70381.41
130336,70376.71
129987,70374.89
130509,70367.24
129295,70365.64
130133,70359.91
130517,70358.13
131323,70357.43
131078,70355.34
128784,70349.93
130694,70349.27
129990,70348.04
129988,70348.03
129992,70345.01
131721,70336.01
129996,70330.09
129997,70330.07
129998,70330.07
130476,70328.53
130416,70324.14
130135,70323.37
130168,70319.62
128487,70317.19
130005,70299
130273,70295.45
130068,70293.48
129841,70292.81
130026,70291.32
129475,70288.33
128969,70288.22
130085,70285.39
130008,70285
130020,70282.56
130041,70280.03
130160,70279.04
129867,70278.84
129835,70273
130059,70272.02
130180,70267.49
133111,70263.02
130051,70261.89
129405,70259.04
130338,70257.1
130926,70254.7
130022,70253
130044,70250.01
129874,70245.62
129124,70235.63
130310,70234.84
130046,70232.71
130491,70228.49
130497,70227.04
130052,70219
130021,70217.92
130118,70217.31
130539,70216.08
130280,70213.67
129866,70211.24
129637,70207.7
130027,70207.64
132275,70205.71
130308,70200.47
130039,70198.05
129856,70198.03
130037,70198.02
130340,70188.79
136695,70186.01
130674,70185.93
130226,70185.85
132999,70183.52
130610,70178.88
132574,70177.06
130319,70171.34
130318,70170.39
129241,70168.53
128763,70166.75
130049,70159.8
134481,70158.92
133954,70157.05
131475,70156.34
130367,70151.96
130900,70148.26
130050,70140.22
129919,70134.23
129878,70132.5
129981,70131.62
128896,70122.78
129873,70122
130337,70119.65
129028,70119.08
130326,70116.42
129905,70114.7
132887,70114.32
130148,70102.4
130134,70101.79
134050,70101.16
132413,70094.27
131244,70092.8
129907,70091.06
130185,70089.77
129678,70087.89
130119,70081.69
130115,70080.95
130198,70076.84
130067,70072.75
130473,70068.37
130451,70066.66
130172,70062.43
130454,70060.94
130360,70060.73
130589,70054.73
130131,70053.58
129921,70052.47
132456,70046.88
129966,70040.12
130235,70031.37
128441,70028.37
131473,70028.35
129923,70027.77
130233,70027.2
130145,70022.85
128296,70020.19
130408,70019.08
130511,70014.21
130081,70011.82
129912,70001.62
130784,69997.68
130264,69979.93
130089,69978.73
130091,69977.01
130564,69974.44
130794,69972.06
136720,69971.07
130876,69965.27
128728,69962.13
130418,69956.65
131074,69956.1
130183,69954.73
130154,69952.84
130429,69951.7
130400,69945.99
129296,69945.95
130094,69944.51
133877,69942.08
131697,69940.88
130238,69937.32
130232,69934.05
128558,69933.77
130122,69928.71
130191,69928.11
130040,69928.03
130100,69925.41
130103,69923.07
130104,69923.04
130105,69923.04
130106,69923.02
130107,69923.02
130113,69923.01
130108,69923
130109,69923
130258,69920.26
129871,69918.95
131387,69913.94
130782,69912.71
130346,69908.2
130216,69904.45
129980,69903.62
130121,69899.02
128867,69898.14
128773,69897.75
130300,69894.54
130553,69894.54
130731,69891.48
129504,69890.59
128745,69888.26
129959,69888.15
130211,69882.35
130639,69881.27
130903,69880.88
130147,69878.38
129960,69874.04
131786,69873.77
129962,69867.72
128735,69867.05
130624,69864.41
130541,69860.26
130287,69858.2
130477,69857.27
130213,69855.95
130254,69855.61
130351,69847.97
130143,69847.12
130136,69847.06
130137,69847.05
130138,69847.03
130139,69847.01
129970,69847
130140,69847
130141,69847
130142,69847
130606,69843.67
130144,69838.76
128634,69837.08
130159,69835.29
130210,69832.64
128617,69826.63
131009,69821.12
130241,69816.28
130181,69814.38
130047,69813.13
128369,69808.28
130313,69807.61
130074,69806.87
130165,69794.11
130269,69791.12
135899,69790.7
128964,69789.99
130372,69788.1
130029,69787.14
130315,69779.29
130195,69776.99
135268,69771.93
134518,69765.13
129781,69764.11
128982,69755.76
132279,69755.47
130284,69744.56
129743,69741.43
130271,69732.47
130523,69719.34
132438,69710.97
130333,69701.96
129002,69701.61
130563,69701.23
130279,69699.73
130011,69699.23
130637,69696.37
132706,69693
130176,69691.02
130205,69689.98
130167,69684.33
131044,69679.03
130555,69670.79
130710,69669.26
131526,69659.06
130200,69654.61
129343,69651.57
130189,69646.02
130031,69646
130178,69639.2
131959,69636.5
130062,69636.48
130251,69632.3
130244,69631.42
130853,69629.67
130577,69629.28
130293,69629.11
130080,69627.69
128569,69625.38
130272,69619.84
130196,69618.8
130197,69618.8
133553,69618.12
130201,69609.07
130202,69609.07
130203,69609.03
130204,69609.02
130779,69606.22
130255,69605.5
131374,69595.49
130111,69588.92
130532,69586.48
130587,69577.79
131238,69572.39
129476,69572.11
130314,69565.49
132244,69555.28
130494,69552.83
130612,69552
133585,69551.1
130218,69549.39
