Subject Line,Spam
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] O.T. Habeus -- Why?,False
[SAtalk] Having a problem,False
Re: [SAtalk] O.T. Habeus -- Why?,False
RE: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] Tru64 compile of SA,False
Re: [SAdev] 2.40: ready for release?,False
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] O.T. Habeus -- Why?,False
RE: [SAtalk] O.T. Habeus -- Why?,False
"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?",False
"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?",False
"[SACVS] CVS: spamassassin procmailrc.example,1.3,1.3.2.1",False
"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?",False
"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?",False
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAtalk] UPPERCASE_* rules and foreign character sets,False
Re: [SAtalk] O.T. Habeus -- Why?,False
Re: [SAdev] GA-assigned SPAM_PHRASE_55_XX score,False
Re: [SAdev] results of scorer evaluation,False
Re: [SAdev] results of scorer evaluation,False
Re: [SAtalk] Tru64 compile of SA,False
Re: [SAdev] SpamAssassin v2.40 released (finally)!,False
[Razor-users] honor is not in csl,False
RE: [Razor-users] honor is not in csl,False
[Razor-users] Razor with sendmail,False
[Razor-users] Razor 2.14 - the day after,False
Re: [Razor-users] Razor 2.14 - the day after,False
Re: [Razor-users] Razor with sendmail,False
Re: [Razor-users] Razor with sendmail,False
RE: [Razor-users] Razor with sendmail,False
Re: [Razor-users] Razor with sendmail,False
Re: Storing passwords,False
Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: Secure Sofware Key,False
[Spambayes] All but one testing,False
[Spambayes] all but one testing,False
[Spambayes] All but one testing,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] all but one testing,False
[Spambayes] test sets?,False
[Spambayes] Re: [Python-Dev] Getting started with GBayes testing,False
[Spambayes] test sets?,False
Re: [SAdev] SpamAssassin v2.40 released (finally)!,False
Re: [SAdev] SpamAssassin v2.40 released (finally)!,False
"[SAtalk] ""Broken Pipe"" on initial test",False
Re: [SAtalk] SpamAssassin v2.40 released (finally)!,False
[SACVS] CVS: spamassassin/masses/tenpass - New directory,False
[SAdev] [Bug 804] Razor debugging isn't functioning,False
[SAdev] [Bug 805] Razor2 lookups don't work,False
Re: [SAtalk] SpamAssassin v2.40 released (finally)!,False
Re: [SAdev] 2.41 release?,False
Re: [SAtalk] BUG: spamd --allowed-ips=[127.0.0.1 must be first],False
[SAtalk] Re: Custom actions for high scoring spam,False
"[SACVS] CVS: spamassassin/lib/Mail/SpamAssassin Conf.pm,1.91.2.7,1.91.2.8",False
WARNING. Mail Delayed: Re: [SAtalk] [OT] Perl problem and 2.40,False
Re: [SAtalk] PerMsgStatus.pm error?,False
[SAtalk] www.spamassassin.org: giving a HTTP/1.1 error from,False
Re: [SAtalk] getting single-user spam assassin to work in FreeBSD,False
Re: [SAtalk] Trend: Spam disguised as newsletters,False
Re: [SAtalk] My SA went crazy.,False
[SAtalk] Thought for RPM/deb/etc packagers,False
Re: [SAtalk] PerMsgStatus.pm error?,False
[SAtalk] [OT] SpamAssassin figures...,False
Re: [SAtalk] [OT] SpamAssassin figures...,False
Re: [SAtalk] redhat init.d script for spamd and the -H option,False
Re: [SAtalk] Lotus Notes users?,False
Re: [SAdev] [Bug 840] spam_level_char option change/removal,False
[SAdev] [Bug 840] spam_level_char option change/removal,False
Re: [SAtalk] Lotus Notes users?,False
[SAtalk] spamd can't find...,False
[SAtalk] Huh?,False
"Re: [SAdev] Re: [SACVS] CVS: spamassassin/rules 60_whitelist.cf,1.29,1.30",False
"[SAdev] [Bug 486] SpamAssassin causes zombies (network tests,",False
Re: [SAtalk] base64 decode problem?,False
Re: [SAdev] 2.42 to come ?,False
"[SAtalk] Reject, Blackhole, or Fake No-User?",False
Re: [SAtalk] Yeah right... If spamassassin was looking through th,False
Re: [SAtalk] Re: [SAdev] File::Spec and v2.41,False
RE: [SAtalk] Debianized Packages for SA 2.3+,False
Re: [SAtalk] Re: [SAdev] File::Spec and v2.41,False
[SAtalk] Is DCC for real?,False
Re: [SAtalk] Badly Formatted Spam Report in HTML spam,False
"[SAtalk] Re: Spamassassin-talk digest, Vol 1 #659 - 41 msgs",False
Re: [SAtalk] Bayesian and bogofilter,False
"Re: [SAtalk] Reject, Blackhole, or Fake No-User",False
RE: [SAtalk] 2.41/2.50 spamd/spamc problem,False
[SAtalk] Spamassassin with Pyzor,False
Re: [SAtalk] Getting yourself removed from spam lists,False
RE: [SAtalk] Getting yourself removed from spam lists,False
Re: [SAtalk] Getting yourself removed from spam lists,False
[SAtalk] OT: DNS MX Record Clarification Please,False
Re: [SAtalk] OT: DNS MX Record Clarification Please,False
Re: [SAtalk] spamc -c problems on 2.41?,False
Re: [SAtalk] OT: DNS MX Record Clarification Please,False
Re: [SAtalk] Still confused about spamd/c,False
[SAdev] spamc load balancing to multiple spamd,False
Re: [SAtalk] Getting yourself removed from spam lists,False
[SAtalk] RBL timed oiut and Spam Assassin killed,False
Re: [SAdev] Suggestion - 2 levels of Spam Status,False
Re: [SAtalk] RBL timed oiut and Spam Assassin killed,False
Re: [SAdev] Suggestion - 2 levels of Spam Status,False
[Razor-users] Performance,False
[SAtalk] Running SA as a user app?,False
Re: [SAdev] testing with less rules,False
Re: [SAdev] testing with less rules,False
Re: [SAtalk] Can someone please tell me how to get an answer from,False
Re: [SAdev] Re: [SAtalk] SpamAssassin and unconfirmed.dsbl.org,False
Re: [SAtalk] checking out Razor2 (and SA 2.41) install - Net::DNS:Resolver problem?,False
Re: [SAdev] phew!,False
[SAtalk] spamc and DCC,False
Re: [SAtalk] Ignore System Messages - How?,False
RE: [SAdev] phew!,False
Re: [SAtalk] dependencies / pre-requisites for installation in,False
Re: [SAdev] phew!,False
[SAdev] [Bug 828] spamassassin.org is unreliable,False
[SAdev] [Bug 1008] SpamAssassin does not work with Glance for,False
[SAdev] [Bug 886] Add a rule to detect Content-type message/partial,False
[SAdev] [Bug 813] add Bayesian spam filtering,False
[SAdev] [Bug 1012] negate directive addition,False
Re: [SAtalk] Spam host?,False
RE: [SAtalk] separate inbound and outbound,False
RE: [SAtalk] user_prefs ignored,False
Re: [SAdev] Have mass-check remove X-Spam-* headers?,False
[SAtalk] Razor problem,False
Re: GA Development (was Re: [SAdev] [Bug 1030] NO_INVENTORY,False
"Returned mail: [SACVS] CVS: spamassassin/masses craig-evolve.c.ALTIVEC,NONE,1.1",False
Re: [SAtalk] URL blacklist,False
Re: [SAtalk] telesp.net.br?,False
Re: [SAdev] phew!,False
Re: [SAdev] Re: [Razor-users] Mutating spam,False
"[SACVS] CVS: spamassassin/lib/Mail SpamAssassin.pm,1.115.2.11,1.115.2.12",False
"[SACVS] CVS: spamassassin spamassassin.raw,1.68.2.12,1.68.2.13",False
"[SACVS] CVS: spamassassin/t db_based_whitelist.t,1.6.4.1,1.6.4.2",False
"[SACVS] CVS: spamassassin spamassassin.raw,1.76,1.77",False
"[SACVS] CVS: spamassassin/rules 50_scores.cf,1.226,1.227",False
"[SACVS] CVS: spamassassin/t db_based_whitelist.t,1.7,1.8",False
Re: [SAtalk] 2.42: est release?,False
Re: [SAdev] Re: Web subscription for spamassassin package,False
"[SAdev] [Bug 1049] Pathname for ""triplets.txt"" is incorrect.",False
[SAdev] [Bug 1006] Spamassassin's build process makes packaging,False
[SAdev] [Bug 1046] Errors from 'perl Makefile.PL',False
[SAdev] [Bug 1006] Spamassassin's build process makes packaging,False
[SAdev] [Bug 960] COMMENT low-performing rule pruned,False
[SAdev] [Bug 739] rules broken: RATWARE_*,False
[SAdev] [Bug 779] rule broken: CORRUPT_MSGID,False
[SAdev] [Bug 1052] New: bondedsender.com is a scam,False
[SAdev] [Bug 1052] bondedsender.com is a scam,False
[SAdev] [Bug 1053] New: IMG tag based rules,False
[SAdev] [Bug 1053] IMG tag based rules,False
[SAdev] [Bug 1054] New: Split up FROM_ENDS_IN_NUMS,False
Re: [SAdev] nightly mass-check and hit-frequencies,False
Re: [SAtalk] razor2 auth?,False
[SAtalk] emacs rmail  How to sort subject lines and headers.,False
Re: [SAtalk] Re: AWL bug in 2.42?,False
[SAtalk] SA CGI Configurator Scripts,False
[SAdev] Interesting approach to Spam handling..,False
[SAdev] Party in San Francisco tonight,False
Re: [SAdev] Live Rule Updates after Release ???,False
"Re: [SAdev] 2.40 RELEASE PROCESS: mass-check status, folks?",False
Re: [SAtalk] O.T. Habeus -- Why?,False
[SAdev] [Bug 1075] RPM build puts wrong path in the *.cf files,False
Re: [SAtalk] Re: patent on TMDA-like system,False
Re: [SAtalk] Setting up a spam eating address,False
Re: [SAtalk] False Positive of the Week,False
[SAdev] [Bug 839] mailbox corruption not fixed with procmail 3.22,False
Failed mail: Banned or potentially offensive material,False
Re: [SAdev] Interesting approach to Spam handling..,False
Re: [SAtalk] Re: fully-public corpus of mail available,False
Re: [SAdev] fully-public corpus of mail available,False
Re: [SAdev] fully-public corpus of mail available,False
RE: [Razor-users] Razor with sendmail,False
RE: [Razor-users] Razor with sendmail,False
[Razor-users] Where can i find a positif mail(spam) for test,False
[Razor-users] Exit.status =13 ?,False
[Razor-users] Reducing impact from tons of email,False
RE: [Razor-users] Reducing impact from tons of email,False
Re[2]: [Razor-users] Reducing impact from tons of email,False
[Razor-users] Preproc erasing message,False
[Razor-users] Collision of hashes?,False
[Razor-users] razor plugins for mozilla?,False
Re: [Razor-users] razor plugins for mozilla?,False
Re: [Razor-users] razor plugins for mozilla?,False
Re: [Razor-users] Razor v2 effectiveness stats - HTML table - Take 2,False
[Razor-users] Windows port / bug reports?,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] removing Razor1,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
RE: [Razor-users] spamassassin+razor2,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
[Razor-users] spamassassin+razor2,False
Re: [Razor-users] spamassassin+razor2,False
[Razor-users] removing Razor1,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
[Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,False
Re: [Razor-users] spamassassin+razor2,False
[Razor-users] log problem,False
Re: [Razor-users] log problem,False
Re: [Razor-users] log problem,False
Re: [Razor-users] log problem,False
[Razor-users] Viewing my trust rating?,False
[Razor-users] Bug?,False
[Razor-users] How to test razor,False
[Razor-users] no positive razor hits?,False
[Razor-users] Re: Collision of hashes?,False
[Razor-users] Fun Uses of Razored Mail,False
[Razor-users] Bug ... still,False
[Razor-users] empty mail is spamm?,False
Re: [Razor-users] empty mail is spamm?,False
Re: [Razor-users] HTML Table - Razor Stats using -lm 4,False
Re: [Razor-users] early experiences with Razor2 (and SA),False
RE: [Razor-users] RE: Re: Some startup questions...,False
[Razor-users] The -lm 4 blues,False
Re: [Razor-users] Razor: shall I use it with AMaViS or with,False
Re: [Razor-users] Using razor with maildrop,False
Re: [Razor-users] Using razor with maildrop,False
[Razor-users] Forged email address,False
Re: [Razor-users] razor unblessed reference,False
"[Razor-users] ""No razor servers available at this time""",False
"[Razor-users] ""Can't use and undefined value.."" error",False
"[Razor-users] Re: Can't use and undefined value.."" error",False
[Razor-users] Fire.cloudmark.com is having issues,False
RE: [Razor-users] Fire.cloudmark.com is having issues,False
[Razor-users] Problem with SDK 2.03?,False
Re: [Razor-users] Fire.cloudmark.com is having issues,False
Re: [Razor-users] Fire.cloudmark.com is having issues,False
"Re: [Razor-users] ""No razor servers available at this time""",False
[Razor-users] problems with hubris and/or discovery,False
Re: [Razor-users] problems with hubris and/or discovery,False
[Razor-users] FW: [EVENT NOTIFICATION] UUnet North American,False
"[Razor-users] Re: Can't call method ""log"" with SA/Razor2",False
Re: [Razor-users] Collision of hashes?,False
Re: [Razor-users] Collision of hashes?,False
"[Razor-users] Razor2 error: can't find ""new""",False
[Razor-users] Razor and Pine,False
Re: [Razor-users] Razor and Pine,False
Re: [Razor-users] Razor and Pine,False
[Razor-users] razor vs cloudmark - merging?,False
use of base image / delta image for automated recovery from attacks,False
Re: Secure Sofware Key,False
RE: use of base image / delta image for automated recovery from a,False
Re: FW: use of base image / delta image for automated recovery,False
RE: Secure Sofware Key,False
Re: use of base image / delta image for automated recovery from,False
Re: FW: use of base image / delta image for automated recovery,False
Re: Secure Sofware Key,False
Re: use of base image / delta image for automated recovery from,False
RE: use of base image / delta image for automated recovery from,False
Re: Secure Sofware Key,False
Re: use of base image / delta image for automated recovery from,False
Re: The risks of client systems writing to server registry,False
RE: Secure Sofware Key,False
Re: Secure Sofware Key,False
Re: use of base image / delta image for automated recovery from,False
Encryption approach to secure web applications,False
Re: Encryption approach to secure web applications,False
Re: use of base image / delta image for automated recovery from,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] Re: [Python-Dev] Getting started with GBayes testing,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Corpus Collection (Was: Re: Deployment),False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] test sets?,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] Deployment,False
[Spambayes] understanding high false negative rate,False
[Spambayes] understanding high false negative rate,False
[Spambayes] [ANN] Trained classifier available,False
[Spambayes] understanding high false negative rate,False
[Spambayes] Ditching WordInfo,False
[Spambayes] test sets?,False
[Spambayes] understanding high false negative rate,False
[Spambayes] understanding high false negative rate,False
[Spambayes] test sets?,False
[Spambayes] understanding high false negative rate,False
[Spambayes] understanding high false negative rate,False
[Spambayes] understanding high false negative rate,False
[Spambayes] hammie.py vs. GBayes.py,False
[Spambayes] Maybe change X-Spam-Disposition to something else...,False
[Spambayes] Maybe change X-Spam-Disposition to something else...,False
[Spambayes] hammie.py vs. GBayes.py,False
[Spambayes] speed,False
[Spambayes] can't write to CVS...,False
[Spambayes] Ditching WordInfo,False
[Spambayes] Ditching WordInfo,False
[Spambayes] can't write to CVS...,False
[Spambayes] can't write to CVS...,False
[Spambayes] Maybe change X-Spam-Disposition to something else...,False
[Spambayes] Maybe change X-Spam-Disposition to something else...,False
[Spambayes] can't write to CVS...,False
[Spambayes] Maybe change X-Spam-Disposition to something else...,False
[Spambayes] Ditching WordInfo,False
[Spambayes] Ditching WordInfo,False
[Spambayes] understanding high false negative rate,False
[Spambayes] understanding high false negative rate,False
[Spambayes] test sets?,False
[Spambayes] understanding high false negative rate,False
[Spambayes] test sets?,False
[Spambayes] spambayes package?,False
[Spambayes] understanding high false negative rate,False
[Spambayes] spambayes package?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] spambayes package?,False
[Spambayes] testing results,False
[Spambayes] testing results,False
[Spambayes] testing results,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] Ditching WordInfo,False
[Spambayes] hammie.py vs. GBayes.py,False
[Spambayes] All Cap or Cap Word Subjects,False
[Spambayes] All Cap or Cap Word Subjects,False
[Spambayes] testing results,False
[Spambayes] Ditching WordInfo,False
[Spambayes] testing results,False
[Spambayes] spambayes package?,False
[Spambayes] test sets?,False
[Spambayes] test sets?,False
[Spambayes] spambayes package?,False
[Spambayes] spambayes package?,False
[Spambayes] spambayes package?,False
"[Spambayes] deleting ""duplicate"" spam before training?  good idea or",False
[Spambayes] understanding high false negative rate,False
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",False
[Spambayes] spambayes package?,False
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",False
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",False
"[Spambayes] deleting ""duplicate"" spam before training?  good idea",False
[Spambayes] python.org email harvesting ready to roll,False
[Spambayes] Current histograms,False
[Spambayes] Current histograms,False
[Spambayes] timtest broke?,False
[Spambayes] timtest broke?,False
[Spambayes] timtest broke?,False
[Spambayes] Current histograms,False
[Spambayes] XTreme Training,False
[Spambayes] stack.pop() ate my multipart message,False
[Spambayes] stack.pop() ate my multipart message,False
[Spambayes] XTreme Training,False
[Spambayes] Current histograms,False
[Spambayes] Current histograms,False
[Spambayes] stack.pop() ate my multipart message,False
[Spambayes] XTreme Training,False
[Spambayes] Current histograms,False
[Spambayes] Current histograms,False
[Spambayes] Current histograms,False
[use Perl] Headlines for 2002-08-24,False
[use Perl] Stories for 2002-08-24,False
How to end the war....,False
Family Targetted Advertising,False
[use Perl] Stories for 2002-08-27,False
[use Perl] Headlines for 2002-08-27,False
"The ""other"" kind of work-experience ...",False
[use Perl] Headlines for 2002-08-28,False
[use Perl] Stories for 2002-08-28,False
[use Perl] Headlines for 2002-08-31,False
[use Perl] Stories for 2002-08-31,False
[use Perl] Headlines for 2002-09-01,False
[use Perl] Stories for 2002-09-01,False
[use Perl] Stories for 2002-09-03,False
[use Perl] Headlines for 2002-09-03,False
[use Perl] Headlines for 2002-09-04,False
[use Perl] Stories for 2002-09-04,False
[use Perl] Headlines for 2002-09-06,False
[use Perl] Stories for 2002-09-06,False
Man dies as whale lands on boat,False
[use Perl] Headlines for 2002-09-10,False
[use Perl] Stories for 2002-09-10,False
[use Perl] Headlines for 2002-09-11,False
[use Perl] Stories for 2002-09-11,False
[use Perl] Headlines for 2002-09-13,False
[use Perl] Stories for 2002-09-13,False
[use Perl] Headlines for 2002-09-14,False
[use Perl] Stories for 2002-09-14,False
[use Perl] Headlines for 2002-09-17,False
[use Perl] Stories for 2002-09-17,False
I'm a tad furry...,False
[use Perl] Headlines for 2002-09-18,False
[use Perl] Stories for 2002-09-18,False
Virgin's latest airliner.,False
Facts about sex.,False
[use Perl] Headlines for 2002-09-19,False
[use Perl] Stories for 2002-09-19,False
[use Perl] Headlines for 2002-09-20,False
[use Perl] Stories for 2002-09-20,False
[use Perl] Headlines for 2002-09-23,False
[use Perl] Stories for 2002-09-23,False
[use Perl] Headlines for 2002-09-24,False
[use Perl] Stories for 2002-09-24,False
[use Perl] Headlines for 2002-09-26,False
[use Perl] Stories for 2002-09-26,False
[use Perl] Headlines for 2002-10-01,False
[use Perl] Stories for 2002-10-01,False
[use Perl] Stories for 2002-10-02,False
[use Perl] Headlines for 2002-10-02,False
I was such an ugly baby...,False
[use Perl] Headlines for 2002-10-03,False
[use Perl] Stories for 2002-10-03,False
New $199 PC Doesn't Do Windows,False
"Say, how old are you, anyway?",False
The History of Medicine,False
[use Perl] Stories for 2002-10-07,False
[use Perl] Headlines for 2002-08-30,False
[use Perl] Stories for 2002-08-30,False
Promises.,False
[use Perl] Headlines for 2002-10-08,False
[use Perl] Stories for 2002-10-08,False
"QOTD: Cigarettes, fast food, beer.",False
Upgrade,False
[use Perl] Headlines for 2002-10-09,False
[use Perl] Stories for 2002-10-09,False
[use Perl] Stories for 2002-10-10,False
New toys,False
Jeremy Zawodny who works at Yahoo Finance offers an RSS 0.91 feed,False
TRAMP Update,False
"Halley: ""When is someone going to create _audio fonts_ for",False
Feeling Lucky,False
NY Times piece on reporters with weblogs.,False
Phil Wolff: Dave Winer books I'll buy. _Sweet! _,False
"Great DVD interaction tool, probably illegal",False
Sheila Lennon was interviewed for the Times piece.,False
Turning junk computers into activist gold,False
I'm on TV tonight,False
Google Domain Suffix Census,False
Was child beating mom an enraged con artist?,False
Deep-fried Twinkies take America by goo,False
Slashdot reports that Amazon still wants to patent the Web.,False
Warchalking FAQ,False
"News.Com: ""Amazon.com is hoping to use more than the honor system",False
"""rssflowersalignright""I've gotten to know Phil Ringalda over the",False
Gold Lake Mountain Resort looks pretty gooood. Man there are a,False
Gold Lake Mountain Resort looks pretty gooood. Man there are a,False
Janis Ian interviewed on Slashdot,False
"Ed Cone: ""I told my grandmother goodbye.""",False
New Google News,False
Paul Everitt: Interop in the Bazaar.,False
CNN Headline News: To Blog or not to Blog.,False
After posting my comment yesterday about next things I want to,False
Phil Wolff: Dave Winer books I'll buy. _Sweet! _,False
"Goats with enormous testicles, and a life-sized cow sculpted from",False
Shelley Powers raises some interesting questions re whether RDF,False
"I've been hearing a lot about FOAF, which is an acronym for",False
Homeland Alert for the paranoid in you,False
Now heavily medicated,False
The Semantic Web makes me sick,False
"RIP, Robert L Forward",False
Google PR sends a message that they have a new News service.,False
San Francisco caffeine tour,False
News.Com: Google search gets newsier.,False
RSS revolt,False
"Bruce Loebrich has scraped RSS feeds for Google news, and a RSS",False
Rights Fight,False
"News.Com: ""Linux is a serious competitor,"" said Ballmer.",False
Stark raving sane,False
Google News,False
Light reading,False
"Sam Ruby: ""Yup, I'm a sick puppy."" _Me too!_",False
Note to self: Read the pingback spec. Form opinion.,False
"Aaron Swartz: ""If everyone is afraid to speak, who will defend",False
"Lest anyone doubt that Brent has a good heart. ""I laughed,",False
"Dotcom Scoop: ""CNET's Download.com is set to introduce a new",False
"Iowa: ""There was frost outside this morning!""",False
MacNet Journal reports that OmniOutliner will support OPML soon.,False
"9/2/00: ""In the overworked world of Web development, there's no",False
Ray Ozzie: Software Platform Dynamics.,False
"Wired: ""An urgent business proposition and requests for urgent",False
Jeremy Allaire: Wholistic Web Services.,False
"Scoble: ""I'm just not that excited by much that Microsoft is doing.""",False
"NY Times: ""Google's automated editors appeared to match the work",False
Parallels,False
DVD stills,False
Looks like Google did a deal to index the NY Times. If you do,False
Lance Knobel of Davos Newbies does a quick review of Tony Blair's,False
Bond-Barbie,False
"Get your own genome, feed your hypochondria",False
12 Reasons to Pre-Order my Novel,False
P2P slogans for EFF,False
Laura Bush's 419 letter,False
DVD capture: Unbreaking the Mac,False
"Buy the Enron ""E""",False
Horror writers against illiteracy,False
Roman chariots responsible for Space Shuttle design constraints,False
Britain puts records execs in charge of copyright enforcement,False
"Flying cars here, jetpacks next?",False
Energy gamers screwed California economy,False
Fake News Headlines: Basque Explosion Chases Ends In,False
"Von Neumann's Best Friend, a bio-pet",False
Fuzzy Math,False
Thanks to Jenny for the pointer to this Yale Law article about,False
"Liberation: Les jouebs, stars editoriales du Web.",False
"Jeremy Bowers: ""None of the trackback mechanisms has reached the",False
Ken Dow reports that the current version of OmniOutliner can read,False
"Ray Ozzie: ""How long before we see auto pingback generator spambots?""",False
"Jeremy Zawodny on life in Silicon Valley: ""I came out here to",False
Labels shoot selves in foot by focusing on stopping P2P,False
"Reuters: ""Pets may not only provide good company for their",False
Speaking in Texas this Friday,False
A productive thread,False
Public domain superheroes reborn in Tom Strong,False
[IMG: http://radio.weblogs.com/0001015/images/2002/09/25/uncSamMedium.gif,False
WiFi Trek badges,False
Daypop is back. _Ye-hi._,False
Fred Grott: How to Keep RDF and RSS Straight.,False
Medical notes,False
"Jon Hanna, on the RSS-DEV list, says that RSS, was ""not designed",False
"Ed Cone: ""The House Subcommittee on Courts, the Internet, and",False
"Gracie Allen: ""Never put a period where God has placed a comma.""",False
"Great email from the RIAA's Hillary Rosen to execs at Yahoo,",False
"Wired: ""Stronger ties between ISPs and file-trading companies",False
"Ben Silverman, the publisher of Dotcom Scoop, says the Rosen",False
p2p is not a crime,False
"John Robb: ""Yesterday, AT&T upgraded my cable box to a digital",False
FOAF explorer,False
Maps,False
Plan,False
Dabba Wallahs: India's meal-delivery FedEx,False
Missing the Point,False
A Line in the Sand,False
Duct-tapers -- suspension and bondage fetish goes mainstream,False
Thunder Stealing,False
Usability Problems with Mozilla,False
Gearheads and bunnyhuggers in the OED,False
We're trying to decide if FogBUGZ 3.0 should support custom,False
Eddie Kessler describes programming at Napster. Ray Ozzie has,False
Validation,False
"Jakob Nielsen on Offshore Usability: ""To save costs, some",False
"John Robb has an interesting perspective on trust-based,",False
More fun with the PTC,False
Photoshop the worlds ugliest truck,False
"Photoshop this squirrel tuning in, turning on, and dropping out",False
Teens videotape themselves shooting stapleguns into their arms,False
Daniel Berlinger has noticed that Mac software shops are starting,False
Peruvian congressman has challenged his Vice President to a duel.,False
Movie Quiz,False
Michael Jordan may announce he's coming back to play. Dead horse,False
"Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith",False
Do you have a handlebar moustache? Then the Handlebar Club is the,False
Why marching is crucial,False
A Non-Integer Power Function on the Pixel Shader,False
Fall in value of mortgages indicates housing slowdown,False
Titan to be probed. Saturn to offer post probe cigarette,False
<strong>More AmphetaDesk Reviews</strong>,False
the walls are alive with the sound of insects,False
<strong>Two New AmphetaDesk Hacks</strong>,False
"the captain has turned off the ""no hittin' it"" sign",False
The Roacheteer?  Jonny Roachpack?,False
that's bullshit,False
quality subversion,False
the Hello Kitty vibrator has competition,False
Yahoo Finance RSS Beta,False
"""KICK ME""",False
Female circumcision does not reduce sexual activity,False
ru stupid,False
Tough Earth bug may be from Mars,False
Iraq invasion could 'worsen terrorist threat',False
"Africa's deserts are in ""spectacular"" retreat",False
Parasites may sap male longevity,False
Ultrasound blood purifier tackles fat problem,False
Right-wing governments 'increase suicide rates',False
"West Nile vaccine ""in three years""",False
Lander risks missing Mars trip,False
Transparent token is cryptographic key,False
Bright dust rings highlight Earth-like planets,False
Human-chimp DNA difference trebled,False
Earth's magnetic field 'boosts gravity',False
South Korea bans all human cloning,False
Cosmic polarisation detected from South Pole,False
First direct estimate of hidden vCJD cases,False
Oil set to be pumped from blazing ship,False
West Nile virus endangers blood transfusions,False
Supersonic test plane uses 'wing warping',False
California challenges US stem cell rules,False
"""Hidden tree"" the secret of Zen garden",False
US blueprint for smallpox mass-vaccination,False
British dossier on Iraqi weapons released,False
Balloon flight challenges deflate,False
Mayan texts reveal superpower wars,False
Cloud of anti-atoms created,False
Priceless,False
Black entrepreneurs 'face bank bias',False
Radio gives mighty roar to quiet cars,False
I have the power!,False
New Blog Category: Yahoo,False
Teen dies of starvation after stepfather puts him on a bus and,False
"A man, a can, and a plan. Recipes for loser single guys",False
Y! Finance RSS Feeds Update,False
"""I read that yesterday...""",False
You can't beat city hall,False
Congradulate Birthday Boy Putin. Link to send birthday wishes via,False
"Month by month, 'Most Beautiful Man' winners and their galleries. sfw",False
Friends don't let friends swim drunk. Paging Dr. Darwin..,False
Play by Play: Effective Memory Management,False
"Archaeological finds show that the Incas rode dinosaurs, science",False
GDC 2002: Game Scripting in Python,False
